Record Name:,Data Broker Registrationses,,,,,,,,,,,,,,,,,
Exported On:,"Jun 4, 2026 11:15 AM",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Registration Number,Full Legal Name,Primary Physical Address,Data Broker Email Address,Website,Consumer Rights Link,Telephone Number,Contact Person,Categories of Data Processed and Transferred,Purchaser Credentialing Process,Data of a Known Child,Data of a Known Child - Additional Details,Data of a Known Child - Law Compliance,Number of Security Breaches,Security Breaches - Additional Details,Additional Information or Explanation,Authorized Person,Authorized Person Title,Submitted On
20240231,"Warmly, Inc.","12 S EUDORA ST , DENVER , CO , 80246-1111 , United States",vendors@warmly.ai,warmly.ai,https://www.warmly.ai/p/do-not-sell-share-my-data,4042931239,Samantha Perkins,"Both the Nametags and Realtime Insights Services include all data (including personally identifiable information (“Personal Data”)), reports, text, images, sounds, video, and content made available through any of the foregoing (collectively referred to as the “Data”) whether stored by Warmly or other third-party vendors with which Warmly contracts. For any Warmly Service that requires software, individual Software-specific terms shall apply in addition to this TOS.

Link to Terms of Service: https://warmly.ai/p/terms-of-service
",Yes,No,,,0,,https://warmly.ai/p/terms-of-service,Max Greenwald,CEO,10/29/2025
20240218,Choreograph LLC ,"175 Greenwich Street , New York , New York , 10007 , United States",privacy@choreograph.com,https://www.choreograph.com/,https://www.choreograph.com/global-privacy-policy/global-privacy-policy-english,00447770965335,Nikkolla Doran,"identifiers (“IDs”): Offline IDs including full name, phone number, telephone number;
transaction and purchase data including product category (e.g., jewellery, apparel, pets, travel, sports) and purchase details (e.g., number of orders, value spent, payment type, method of purchase). We do not collect bank details, credit card details or other financial account level details. We also use modelled transaction data about a consumer’s likelihood or “propensity” to buy a particular brand or product.
device and browser information including type of browser and version, browser language, operating system, and connection type (e.g., wired or Wi-Fi).
online activity information including page URL (or category of page URL), site/page a consumer came from before viewing an advertisement, date and time of online activity, frequency of visits to a site, search terms used on a site, and interaction with an advertisement (e.g., whether you click on an advertisement) as well as the content of the advertisement, and interaction with content on an advertiser or publisher site, including product information stored as a “Product ID”.
demographic information including age, gender, income, marital status, household status, education.
psychographic information including interest, lifestyles, attitudes, personalities.
location data including postal address, IP address (which is converted into country, region, or postcode/zip code level location data) and latitude/longitude data of properties/houses (in the US).
Sensitive data including gender identity, sexual orientation, disability, religion, ethnicity, health data (see below).  Choreograph does not permit sensitive data to be used for targeting or retargeting.
Health data information about health conditions or treatments at an individual level.  Our health data does not include any “protected health information” (PHI) regulated by the Health Insurance Portability and Accountability Act (HIPAA).",No,No,,,0,,,Adam Little,Global CFO,1/13/2026
20240213,Infinite Media Concepts Inc," 190 East Post Road 2nd Floor , White Plains , New York , 10601 , United States",unsubscribe@mailinglists.com,www.mailinglists.com,https://mailinglists.com/about/privacy-policy,9149498300,Steven Sheck,"We are resellers of business to business and consumer data, including UCC data, new business data, new homeowners, and other compiled data.",Yes,No,,,0,,We do not collect or manufacture our own data.  We are resellers of other compilers data,Braden Salas,Marketing Director,1/29/2026
20240209,Complete Mailing Lists LLC,"190 East Post Rd - 2nd Floor , WHITE PLAINS , New York , 10601 , United States",ewoolf@CompleteMailingLists.com,www.completemailinglists.com,https://completemailinglists.com/do-not-sell-my-information,9147713120,Eric Woolf,"We have collected the following categories and specific types of consumer personal information, based on publicly available information: Information that can be used to identify an individual, such as first, last, and middle name; nicknames; aliases; postal addresses; street addresses; email addresses; telephone numbers; professional licensing numbers; NPI numbers (medical specific to providers). Demographic information, such as age, birth date, gender, ZIP code, ethnicity, marital status, household income. Professional or employment-related information, such as business contact information, job titles and professional licensing information.",No,No,,,0,,,Eric Woolf,Managing Partner,6/1/2026
20240207,Complete Medical Lists Inc,"758 Main St , Franconia , New Hampshire , 03580 , United States",tburnell@completemedicallists.com,www.completemedicallists.com,https://www.completemedicallists.com/ccpa.php,6038238042,Tim Burnell,"In the preceding 12 months, we have collected the following categories and specific types of consumer personal information:
- Information that can be used to identify an individual, such as first, last, and middle name; nicknames; aliases; postal addresses; street addresses; IP addresses; email addresses; telephone numbers; professional licensing numbers; NPI numbers (medical specific to providers)
- Commercial information, such as products or services purchased
- Demographic information, such as age, birth date, gender, ZIP code, citizenship, ethnicity, marital status, household income
- Location or geolocation information, to the extent Google Analytics collects such information
- Online activities information, to the extent Google Analytics collects such information
- Professional or employment-related information, such as business contact information, current and past job titles, current and past employer, job history company name, and professional licensing information
- Protected class information under state or federal laws, such as age, gender, and family status
- Education information, such as colleges or universities attended, degrees obtained, and graduation year
- Inferences about or derived from any of the information above that may relate to your preferences or other matters",No,No,,,0,,For a full explanation:  https://www.completemedicallists.com/privacy.php,Tim Burnell,President,5/27/2026
20240192,Data Axle Inc. ,"2451 W Grapevine Mills Circle, #538 , Grapevine , Texas , 76051 , United States",PRIVACYTEAM@DATA-AXLE.COM,https://www.data-axle.com/,https://www.data-axle.com/do-not-sell-my-data/,4028363377,Edward McCormick,"Data Axle receives and handles data from various third parties. The categories of data that Data Axle processes and transfers are:
 
•	Personal and online identifiers (such as first and last name, postal address, telephone number, email address, or unique online identifiers);
•	Characteristics of protected classifications under relevant law (examples: age, marital status, sex);
•	Commercial or transactions information (such as records of personal or real property or products or services purchased, obtained or considered, vehicle information);
•	Internet or other electronic network activity information (such as interactions with a website, email, application, or advertisement);
•	Professional or employment-related information; and
•	Inferences drawn from the above information about your predicted characteristics and preferences.
",Yes,Yes,"Data Axle does not have individual records about children. Records about individual adults who are parents may include attributes about the adults' children as age and gender. This information is gathered from product warranties, web registrations, response cards, magazine subscriptions, and other third-party data. Data Axle allows customers to select for purchase data containing the information of households that have children of specific ages, but we do not output the date of birth of those children. At a household level, Data Axle outputs the presence of a child in a ""bucketed"" age group {0-3, 4-7, 8-12 and 13-17}. A 'Y' indication in any of these fields indicates that there is at least one child in that household age group. ",Data Axle does not collect personal data directly from children and does not have individual records about children. Data Axle does not direct its services at children or market to children. Data Axle will process data deletion or opt-out requests received from or on behalf of children in compliance with applicable law. ,0,,"The information that we handle is mostly collected through relationships Data Axle possesses with other companies such as data suppliers, business partners, data services providers, agencies, and our clients. 
Data Axle may collect or store PI by using cookies, web beacons, and similar technologies. Individuals can unsubscribe from our corporate emails by accessing the ""opt out"" or ""unsubscribe"" link provided in the footer of each email sent. PI can be collected when individuals provide us information through our website, such as to request or download information, sign up for newsletter, event or service, or log in to a service or application we provide. Non-Personal Information may be collected when individuals visit Data Axle's website. 
Please visit our privacy policy at www.data-axle.com/privacy-policy/ for additional information about data collecting practices. ",Edward McCormick,Chief Privacy Officer,12/9/2025
20240187,ZoomInfo Technologies LLC,"330 W Columbia Way, Floor 8 , Vancouver , Washington , 98660 , United States",Privacycompliance@zoominfo.com,www.zoominfo.com,https://www.zoominfo.com/legal/privacy-statement-for-residents-of-specified-states,2407445042,George Jones,"ZoomInfo collects, curates, and makes available to our customers information about companies and the professionals within them. The types of data that we collect and provide to our customers is similar to what is typically included on a business card or resume, and includes name, company, office address, telephone number, email address, job title, job function and responsibilities, education history, employment history, links to articles by, about, or quoting an individual, links to an individual’s social media profiles, and inferences drawn from information we hold about individuals. We also collect and process web browsing data such as Internet Protocol address, browser type, referring/exit pages and URLs, page loads and clicks, domain names, landing pages, pages viewed, time and date of use, and other similar information.",Yes,No,,,0,n/a,,Nicolette Karakos,Privacy Analyst,12/3/2025
20240186,"Datanyze, LLC","330 W Columbia Way, Floor 8 , Vancouver , Washington , 98660 , United States",privacycompliance@zoominfo.com,www.datanyze.com,https://www.datanyze.com/privacy-center,2407445042,George Jones,"Datanyze collects, curates and makes available information about companies and the professionals within them. The types of data that we collect and provide to our customers is similar to what is typically included on a business card or resume, and includes name, company, office address, telephone number, email address, job title, job function and responsibilities, education history, employment history, links to articles by, about, or quoting an individual, links to an individual’s social media profiles, and inferences drawn from information we hold about individuals.",Yes,No,,,0,n/a,,Nicolette Karakos,Privacy Analyst,12/3/2025
20240185,Clickagy LLC,"330 W Columbia Way, Floor 8 , Vancouver , Georgia , 98660 , United States",privacycompliance@zoominfo.com,www.clickagy.com,https://www.clickagy.com/privacy-statement,2407445042,George Jones,"Clickagy collects and shares information for the purposes of creating audience segments to deliver tailored advertising. Clickagy may collect and process the following types of information: personal and online identifiers such as unique cookie identifiers and device advertising identifiers; internet activity information; other information about browsers and devices such as type, version, and settings; non-precise location information; interest and demographic information we create or infer; and hashed email addresses. We may also collect and process non-hashed email addresses, for example, when individuals submit a request to exercise their privacy rights at https://www.clickagy.com/privacy-center in order to fulfill and respond to such requests.",Yes,No,,,0,n/a,,Nicolette Karakos,Privacy Analyst,12/3/2025
20240183,"Peoplefinders, LLC","548 Market St Suite 29296 , San Francisco , California , 94101 , United States",databroker@peoplefinders.com,peoplefinders.com,https://www.peoplefinders.com/about/privacy,8775519688,Sierra Irvin,"Categories of data processed and transferred include identifiers, personal information categories listed in the California Customer Records statute (Cal. Civ. Code § 1798.80(e)), protected classification characteristics under California or federal law, commercial information, internet or other similar network activity, geolocation data, and professional or employment-related information.",No,No,,,0,,"To learn more about Peoplefinder’s information practices, please visit the Privacy Policy, available at https://www.peoplefinders.com/about/privacy. Consumers can opt out of certain processing activities by visiting the ""Do Not Sell My Personal Information"" link on the footer of our website. We do not accept privacy requests received via email.",Sierra Irvin,Compliance Manager,11/21/2025
20240180,"Enformion, LLC","1915 21st St , Sacramento , California , 95811 , United States",databroker@enformion.com,enformion.com,https://www.enformion.com/privacy-policy/,8552813915,Sierra Irvin,"The categories of data we may have processed and transferred include: 
1. Identifiers
•	Examples: Real name, alias, unique personal identifier, online identifier, Internet Protocol (IP) address, email address, account name, or other similar identifiers.
2. Personal Records
•	Real name, signature, alias, postal address, telephone or mobile contact number, unique personal identifier, online identifier, IP address, email address, account name, and other similar identifiers. Some personal information in this category may overlap with other categories.
3. Personal Information as Defined in the California Customer Records Law
•	Name, contact information, education, employment, employment history, financial information, and characteristics of protected classifications under California or federal law, such as gender, age, and marital status.
4. Commercial Information
•	Records of paid account services purchased, obtained, or considered, or other purchasing or consuming histories or tendencies.
5. Internet or Other Electronic Network Activity
•	Browsing history, search history, information on a consumer's interaction with an internet website, application, or advertisement.
6. Geolocation Data
•	Geolocation data, physical location, and approximate device location.
7. Sensory Data
•	Audio, electronic, visual, and similar information, such as images and audio, video, or call recordings created in connection with our business activities.
8. Sensitive Personal Information
•	Social Security Number, driver’s license number, state identification number, passport number, account log-in and password, and precise geolocation information.
9. Professional or Employment Information
•	Job title, work history, and experience.
10. Inferences
•	Inferences drawn from any personal information listed above to create a profile or summary about an individual, such as their preferences and characteristics.
",Yes,No,,,0,N/A,"To learn more about Enformion’s information practices, please visit the Privacy Policy, available at https://www.enformion.com/privacy-policy/. Consumer can opt out of certain processing activities by visiting the “Do Not Sell My Personal Information” link in the footer of Enformion’s website. We do not accept privacy requests received via email.",Sierra Irvin,Compliance Manager,11/21/2025
20240179,Property Reach LP,"5473 Blair Rd, Ste 100, PMB 75659 , Dallas , Texas , 75231 , United States",compliance@propertyreach.com,propertyreach.com,https://www.propertyreach.com/privacy,8775519855,Sierra Irvin,"Categories of data processed and transferred include identifiers, personal information categories listed in the California Customer Records statute (Cal. Civ. Code § 1798.80(e)), protected classification characteristics under California or federal law, commercial information, internet or other similar network activity, and geolocation data.  ",No,No,,,0,N/A,"To learn more about Property Reach LP’s information practices, please visit the Privacy Policy, available at https://www.propertyreach.com/privacy. Consumer can opt out of certain processing activities by visiting the “Do Not Sell My Personal Information” link in the footer of the Property Reach website.  We do not accept privacy requests received via email.",Sierra Irvin,Compliance Manager,11/21/2025
20240175,"Experian Health, Inc. ","720 Cool Springs Blvd, Suite 200 , Franklin  , Tennessee , 37067-2626 , United States",privacy@experian.com,https://www.experian.com/healthcare/,https://www.experian.com/privacy/us-consumer-data-privacy-policy,18332104615,Karen Parker,"Protected Health Information (PHI)
Personal Information (PII)
Sensitive Personal Information",Yes,Yes,"We provide healthcare revenue cycle management and patient engagement solutions. Opt-out policies for PHI, PII, and Sensitive Personal Information are addressed by our data providers."," Experian Health does not collect, use, or disclose personal data from and about a child on the Internet. The PHI, PII and SPI is only used between these entities: Experian Health, our data providers, and our healthcare clients.",0,N/A,Experian Health provides healthcare revenue cycle management and patient engagement solutions. Data for individuals younger than 13 years of age is collected as part of the services/platforms provided to our healthcare clients and used in the provision of the services.  The data is only used between these entities and is considered sensitive data (PHI and PII) and is not exposed or sold to third party entities or organizations.  Opt-out policies for protected health information are addressed by our data providers.,Karen Parker,Compliance Analyst,1/30/2026
20240174,"Whitepages, Inc","2033 6th Ave., Suite 1100 , Seattle , Washington , 98121 , United States",legal@whitepages.com,www.whitepages.com,https://www.whitepages.com/privacy/consumer-rights,2067465409,Nadine Thisselle,"Public records, such as directory contact information previously found in print phone books.",Yes,No,,,0,,,Nadine Thisselle,"VP, Finance & Operations",2/9/2026
20240172,"BeenVerified, LLC","48 West 38th Street, 8th Floor , New York , New York , 10018 , United States",legal@ltvco.com,"beenverified.com, peoplesmart.com, peoplelooker.com, numberguru.com, reversephone.com, neighborwho.com, ownerly.com, bumper.com, moneybot5000.com, famfinder.com",https://www.beenverified.com/svc/optout/search/comprehensive_optouts,3479312725,Greg Hammond,"We maintain a database of publicly available sources of public search information aggregated and organized for visitors' convenience, which users may be able to access (to the extent such data is available) and which may include names, phone numbers, addresses and the like. We do not collect the personal information of minors, consumers' precise geolocation, healthcare data, social security numbers or the like, nor even make available to users' people's full or exact birth dates. ",No,No,,,0,,"Our websites include: beenverified.com, peoplelooker.com, peoplesmart.com, neighborwho.com, ownerly.com, numberguru.com, reversephone.com, bumper.com, moneybot5000.com, famfinder.com, and ltvco.com. The primary method for exercising your privacy rights and/or requesting an opt-out is online via our websites, which users may even do themselves directly via https://www.beenverified.com/svc/optout/search/comprehensive_optouts or by phone or email, all as further specified on each of our sites. Opt-outs apply to ALL activities and sales. Please feel free to contact us with additional questions at 866-885-6480, at privacy@beenverified.com, or at: MSC -- 149098, P.O. Box 105168, Atlanta, GA 30348-5168.",Greg Hammond,"Sr. Counsel, Sr. Director of Compliance",2/26/2026
20240169,"Valassis Communications, Inc., an RRD Company","227 W MONROE ST , CHICAGO , IL , 60606-5001 , United States",valassisprivacy.request@rrd.com,rrd.com,https://www.rrd.com/privacy-policy/valassis,6303226000,Joseph Schmidt,"For website use, we may collect/process: Log Data, which may include IP address, etc.; Cookie or Pixel Data: data collected via cookies, pixel tags, or other local storage provided by your browser or associated applications or similar technologies; Device and Usage Information, including: type of device, operating system, device settings, unique device identifiers, crash data, online identifier/browser fingerprint, domain name, browser type, mobile services provider, MAC address, geospatial information, applications installed, searches and web pages viewed, access date and time, referring website address, and website address of the web page you visit next. For marketing solution purposes, we may collect/process: Information about your browsers and devices, including: your browser type, browser language, device type, IP Address, Internet Service Provider, user agent string, operating system, mobile carrier, imprecise location (e.g., zip code), and identifiers assigned to your browser or device, such as MAIDs, or statistical identifiers that allow us to recognize your device, and related inferences; Usage Data: information and related inferences about your web browsing and application usage, including the date and time your browser or device accesses websites and applications, the specific pages accessed, the names or types of mobile applications accessed, actions taken on the page, conversions or transactions, advertisements viewed, and advertisements clicked; precise and imprecise device geolocation data; identifiers (e.g., name, address); customer records; demographics (e.g., age, marital status, race, ethnicity, religion, gender); commercial information and economic indicators (e.g., products purchased, income range); professional or employment-related information; education information; health information (e.g., interests or neighborhood-level scoring); inferences, such as product preferences; other marketing-related information such as household size, etc.",Yes,No,,,0,No consumers were affected by the breach. ,"For additional information about our data collection practices, please review our Privacy Policy, available at: https://www.rrd.com/privacy-policy/valassis ",Erin Wiggins,Chief Compliance Officer,1/7/2026
20240168,"Nexxa Group, Inc.","15841 Portofino Springs Blvd , Fort Myers , Florida , 33908 , United States",consumerchoice@nexxagroup.com,www.nexxagroup.com,https://www.nexxagroup.com/corporate-overview/consumer-opt-out/,8005661895,Holly  Paulus,"Publicly available information and Personal data provided from third parties, Personal identifiers may include  name, postal address, email address and telephone number. Aggregated data - information compiled into data summaries.",Yes,No,,,0,,"We are a third party processor, who obtains first party data from our clients to process and also obtains data from third parties which is distributed to other third parties on behalf of our clients.",Holly K Paulus,CEO,10/8/2025
20240167,PropertyRadar Inc.,"12242 Business Park Dr STE 20 , Truckee , California , 96160 , United States",privacy@propertyradar.com,www.propertyradar.com,https://www.propertyradar.com/privacy-policy,5305508801,Sean O'Toole,"The categories of personal information collected depend on how consumers interact with us, our Services, and the requirements of applicable law.  PropertyRadar provides public records based data to real estate centric businesses and government agencies for marketing and research purposes.  The majority of the data is lawfully made available from federal/state/local government records, though we do append certain personal info licensed from other data brokers. This data includes demographic, phone, email, and similar information gathered from public and self-reported sources.  

Categories of data may include info from account creation, subscriptions, subscriber content, communications, pubic communities and content, promotional activities, user feedback and surveys, conferences/trade shows/events, business development and strategic partnerships, job applications and recruiting, internet devices, cookies/tags/web beacons, advertising, social media, verification providers, and other sources.",No,No,,,0,,"PropertyRadar provides public records based data to real estate centric businesses and government agencies for marketing and research purposes.  The majority of the data is lawfully made available from federal/state/local government records, though we do append certain personal info licensed from other data brokers. This data includes demographic, phone, email, and similar information gathered from public and self-reported sources. Consumers may find full, detailed information and learn more at www.propertyradar.com/privacy-policy",Sean O'Toole,Founder,11/5/2025
20240166,AnalyticsIQ Inc,"6 Concourse Parkway , Atlanta , Georgia , 30328 , United States",privacy@analyticsiq.com,analyticsiq.com,https://analytics-iq.com/privacy-policy/,8886124309,Robert Nosari,"AIQ data is primarily sourced from publicly available data sources:
Data Categories include:
Consumer and Business Name and Address
Demographic Information
Real Estate Information/Homeowner Information
Purchase Behaviors and Lifestyle Interests
Household Information
Census Information

",No,No,,,0,n/a,,Robert Nosari,VP of Information Services,11/10/2025
20240165,"Datamentors, LLC ","2319 OAK MYRTLE LN , WESLEY CHAPEL , FL , 33544-6329 , United States",lchiodo@porchgroupmedia.com,www.porchgroupmedia.com,https://datarightsrequest.porchgroupmedia.com/,6304135323,Linda Chiodo,"We are a B2B business that provides clients with marketing data products and services using data that we obtain from publicly available information, third-party marketing data providers and other third-party data sources as well as collect data when consumers interact with us via phone, chat, SMS, social media and access and use of our websites and those of our parent company and subsidiaries. We collect name, address, phone, email address, demographics, hobby or interest data, property and auto data.",Yes,No,,,0,,DBA names include Porch Group Media and PGM Solutions,Linda Chiodo,Finance Group Leader,1/16/2026
20240162,"Seamless Contacts, Inc.","7652 SAWMILL RD PMB 341 , DUBLIN , OH , 43016-9296 , United States",privacy@seamlessleads.com,https://www.seamless.ai/,https://preferences.seamless.ai/,8559533265,Mehmet Munur,"Seamless.AI generally collects business contact information, such as name, email address, office phone number, office address, and employer name.",Yes,No,,,0,0,"You may read more about Seamless.AI’s privacy practices in its Privacy Policy (available at https://seamless.ai/policies/privacy-policy) and State Consumer Privacy Policy (available at https://seamless.ai/policies/state-consumer-policy).

Seamless Contacts, Inc. does business as Seamless.AI or Seamless AI. ",Mehmet Munur,Attorney,1/12/2026
20240161,"Epsilon Data Management, LLC","11030 Circle Point Road, Suite 110 , Westminster , Colorado , 80020 , United States",ruby.ashkanani@publicisresources.com,www.epsilon.com,https://legal.epsilon.com/dsr/,9703243000,Ruby Ashkanani,"Identifiers; Commercial, financial and transactional Information; Demographics; Preferences or attitudes; Internet or electronic network activity; Professional and employment information; Household information; Health data; Political and philosophical beliefs; Race/ethnicity",Yes,No,,,0,,"Epsilon creates its data sets from  a combination of three sources: (1) publicly available records, (2) opt-in consent consumer surveys via its division Shoppers Voice, and (3) data brokers.  Epsilon maintains a Know Your Vendor (Data Broker) process to evaluate the providers of personal data to Epsilon.  Please see Epsilon's online privacy notice for more information at https://legal.epsilon.com/us/NA-products-privacy-policy

Additionally, Epsilon offers consumers privacy rights such as opt-out of processing, deletion, and access which can be made via Epsilon's online portal found at https://legal.epsilon.com/dsr/ or by calling (866) 267-3861.  ",Ruby Patricia Ashkanani,"Manager, Contract Administration",10/14/2025
20240160,"Cuebiq Group, LLC","1460 Broadway , New York , New York , 10036 , United States",privacy@cuebiq.com,www.cuebiq.com,https://cuebiq.com/privacy-request/,6469146384,Gerald Smith,"Categories of Personal Information collected, sold, or shared in the past 12 months: Identifiers, Geolocation Data, Internet or other electronic network activity and information, Inferences drawn from Personal Information, Professional or Employment Related Information (This information is only collected or shared)

IP address
Geolocation and proximity of your device if location services are enabled on your device and consent has been provided to the App to access those services
Unique device identifiers such as advertising IDs (Google Advertiser ID or IDFA) – collectively referred to as “Mobile Ad ID”, vendor IDs and/or a pixel identifier
Event information about your device, such as crashes, system activity, and hardware settings
System configuration information
Time and date information
Dwell time at or near points of interest the device’s location services
Other device movement information such as acceleration or altitude",Yes,No,,,0,n/a,"For additional information on our privacy practices, please visit our Privacy Center: https://www.cuebiq.com/about/privacy-commitment/
",Gerald Smith,General Counsel,12/30/2025
20240159,"Lusha Systems, Inc.","800 Boylston Street, Suite 1410 , Boston , Massachusetts , 02199 , United States",legal@lusha.com,https://www.lusha.com/,https://www.lusha.com/privacy-center/request-removal/,7138154097,Judi Crimmins,"The information we include in our database is limited to business information only (i.e. a person's name, job title, company, business address, business email address, and business phone number) similar to information typically included on a business card or a professional profile. No sensitive information is collected, processed, shared or sold. ",Yes,No,,,0,N/A,"- Crawling the WWW for publicly available business information
- Purchasing data from other data vendors that crawl the web
- Email guessing (based on corporate email patterns)
- Data contribution of Lusha's community members ",Judi Crimmins,Senior Compliance Manager,11/5/2025
20240158,"Aristotle International, Inc.","205 Pennsylvania Ave., SE , Washington , DC , 20003 , United States",info@aristotle.com,www.aristotle.com,,2025438345,David Mason,"Name, address, email, phone number, consumer preferences, demographic characteristics, issue interests, residence type, home value, voter data (use restricted per Sec 18.066 of Texas Election Code), age (may be inferred), education level, gender, income and net worth (by category, inferred), auto ownership, recent address changes",Yes,No,,,0,no breaches,"Aristotle requires our data sources to certify that they have collected data permissibly, with consumer consent where required. We vet our data sources to ensure they are reputable and reliable as to their assurances. Aristotle requires data recipients to comply with all applicable laws and data use restrictions and to store data securely. Use restrictions for restricted data are stated specifically in contracts. Aristotle investigates potential data recipients to ensure that they are reputable and, for restricted data categories such as voter data, that they are eligible recipients (such as campaigns and political parties).",David M. Mason,General Counsel,1/13/2025
20240157,DataDojo CDP Inc.,"6929 N. Hayden Rd. , Scottsdale , Arizona , 85250 , United States",contact@datadojo.ai,https://datadojo.ai,,8336323656,Tom Furukawa,"Identifiers: IP addresses, email addresses, first name, age range, gender, city/state. 
Internet or electronic network activity information: information regarding a consumer's interaction with a website, application, including cookies, mobile identifiers, IP address, and other custom online identifiers.",No,No,,,0,,None.,Tom Furukawa,President & CTO,2/3/2025
20240156,"EAB Global, Inc","2445 M ST NW , WASHINGTON , DC , 20037-1435 , United States",legal@eab.com,www.eab.com,https://eab.com/privacy-policy/,2027471000,Ethan Nash,"High school students 16 years old and older may express interest on EAB-hosted websites about particular higher education institutions that they wish to attend. EAB provides services to higher education institutions, which include the provision of names of individuals interested in receiving recruiting communications from such institutions. Individuals may opt out of any campaign at any time. Additional information includes:

•	Contact Information, such as name, postal address, email address and phone number
•	Education information, such as your degree and grades; and places, dates and levels of study
•	Information regarding your personal or professional interests; demographics, such as gender, race, ethnicity, veteran status, disability status, socio-economic status, disadvantage, and religion; date of birth; and experiences with our products and contact preferences
•	Location data, such as data derived from your IP address, country and/or zip code
•	Clickstream data and other information about your online activities (such as information about your devices, browsing actions, actions you take on our services and usage patterns), including across our services and third-party websites, that we obtain through the use of cookies and similar technologies",Yes,No,,,0,,,Ethan Nash,Legal Support Specialist,2/12/2026
20240155,"Path2Response, LLC","390 Interlocken Crescent , Broomfield , Colorado , 80021 , United States",legal@path2response.com,www.path2response.com,https://privacyportal-cdn.onetrust.com/dsarwebform/2de26f06-de6f-45a7-8e1d-7d1148a3f301/draft/7a5dc7d1-cc7e-43a8-9f24-702807deb65b.html,3039277733,Thomas Besore,"Identifiers (Name and Address; Hashed Email Addresses) 
Commercial or Transactions Information (product category or services purchased; purchasing or donation histories or tendencies; records of personal property) 
Demographic Information (age, gender marital status) 
Inference about buying preferences or characteristics (wealth rating, median income, inferred credit ranges)
Internet or Network Activity Information (browsing history, online activity data such as time on site, number of pages visited and referring URL; device data such as IP address, computer or mobile device operating system type and version number, manufacturer and model, browser type, screen resolution, unique online identifiers and general location information such as city, state, or geographic area.)
",Yes,No,,,0,Not applicable,None,Thomas Besore,General Counsel,9/8/2025
20240153,"Samba TV, Inc.","118 King Street , San Francisco , California , 94107 , United States",jagdip.sekhon@samba.tv,https://www.samba.tv/,https://www.samba.tv/users/your-privacy-handbook#7,4152336893,Jagdip Sekhon,Samba TV collects and processes viewership and device information from televisions featuring our Interactive TV application. Samba uses this information to create consumer household profiles based on the program content viewed and ad exposure. Samba TV then creates audience segments that we sell to advertisers to target consumers based on their viewership history and measure the performance of ad campaigns.,Yes,No,,,0,,Samba TV has no additional information we would like to add at this time.,Jagdip Sekhon,Director of Data Governance,10/26/2025
20240149,Merkle Inc,"7001 Columbia Gateway Drive , Columbia , Maryland , 21046 , United States",americas.dpo@dentsu.com,www.merkle.com ,https://www.merkle.com/en/privacy-policy/data-product-privacy-notice.html,5085732311,David Yonchak,"(a) Name
(b) Email address
(c) Phone number
(d) Mailing address
(e) General location (Identifiers: personal data; professional or employment related information) 
(f) Commercial and Preference Information (responses to surveys, details of your attendance at our events, interest in our services, information about our contact history with you and your other transactions and preferences)
(g) Technical and usage (identifiers: personal data, such as IP address, device identifiers, internet or other similar network activity)",Yes,No,,,1,"No Consumers effected - like most large organizations today, we’ve had to investigate unusual activity on our network on a few occasions. In this case, once the unusual activity was identified, we were generally able to quickly take action to respond by initiating our incident response protocols so we could immediately contain and address the issue.","We enable individuals to opt-out of certain uses of their personal data.  These options include: (1) firing our tag to set an opt-out cookie on the browser record, and (2) providing sufficient personal data to recognize the individual and record their election.  These choices do not affect marketing which is not based on individuals’ personal data.  More information and options for individuals to exercise their personal data rights may be found on our privacy policy site at https://www.merkle.com/en/privacy-policy.html.",David Barjon,Data Protection Manager,10/6/2025
20240147,ATTOM Data Solutions LLC,"530 Technology, Suite 100 , Irvine , California , 92618 , United States",jo.bergstrom@attomdata.com,attomdata.com,https://www.attomdata.com/privacy/,9495028300,Jo Bergstrom,"Property Data
Market Analytics
Real Estate Valuation
Foreclosure Data
Neighborhood/School Data",No,No,,,0,,,Jo Ellen Bergstrom,VP Data Acquisition,12/11/2025
20240145,"The Alesco Group, L.L.C.","4575 Via Royale Su 110 , Fort Myers , Florida , 33919 , United States",steve@alescodata.com,https://alescodata.com,https://mydataprivacy.com/upload-csv,12392777529,STEVE BELL,"Digital goods that are mailing lists that are transferred to the customer through electronic means only. Consumer elements to the extent that the law allows (credit data, cell phone numbers, emails, etc...). ",Yes,No,,,0,,"We also have Opt out notifications. See below per our website. 

https://alescodata.com/do-not-sell-my-personal-information/
Do Not Sell My Personal Information - Alesco Data
If you are a resident of certain states, you have the ability to opt out of the ""sale"" or ""sharing"" of your personal information.",Steve Bell,CAO,12/11/2025
